instance,tsp,cities,items,type,capacity,best,algo,S1,S2,S3,S4,S5,C1,C2,C3,C4,C5,C6,MATLS,DH,M3,M4,M3B,M4B,RLS,EA,SH,NDSBRKGA,WSM,JK17,JC17,MY17,WC17,HLS,CS2SA*,CS2SA-R,JNB,J2B,MEA2P,COCO,COCOP,COCOL
d657_n656_bounded-strongly-corr_01,d657,657,1,bsc,1,37736.0,M3B,35181.41878,36148.22881,35594.15481,34723.15566,37318.42232,35271.66655,36916.81934,37150.226,36938.7606,36836.81619,36954.67567,37147.6,22869.62,37729.34004,37388.09586,37736.28765,37036.24878,34853.13777,35476.25526,18913.09,-inf,-inf,-inf,37110.2708146975,37156.587489737,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_02,d657,657,1,bsc,2,57842.0,MY17,52729.3402,52552.74215,55706.77125,52536.6653,55658.77551,55547.80489,52874.92286,55475.62729,55473.583,54665.64396,55288.99078,55396.5,43762.55,56883.65064,56834.84097,55853.04231,54789.3067,53252.90994,53244.33944,36860.9,-inf,-inf,-inf,55705.999154507,57842.0682601608,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_03,d657,657,1,bsc,3,84720.0,MY17,74984.09137,76340.37503,75566.14786,79123.83567,81946.46809,76495.91676,75228.16788,79812.58588,81535.80833,81396.79534,80526.5578,81717.8,69937.77,82024.98224,83163.5521,80929.3175,82633.43115,77814.4835,77917.69322,57685.65,-inf,-inf,-inf,80627.299653641,84719.9269582745,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_04,d657,657,1,bsc,4,110093.0,MY17,102315.7154,100850.1558,108798.7839,101022.2399,109123.6564,101306.7374,102554.509,105661.9521,109047.6729,109130.2911,109092.2841,108684.0,95086.93,108529.8965,107558.8005,107198.8125,108761.7467,103594.3567,103891.3984,77487.46,-inf,-inf,-inf,97996.8858880299,110093.408895857,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_05,d657,657,1,bsc,5,133300.0,MY17,118173.2103,121533.042,118949.0661,119914.0505,129485.0883,119860.848,116312.3709,126358.3297,129488.6327,129469.5833,127645.8496,129244.0,114232.1,130390.2848,129137.128,126955.6637,126638.8422,123275.682,123373.2799,90530.3,-inf,-inf,-inf,129803.630944915,133300.041471093,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_06,d657,657,1,bsc,6,152804.0,MY17,131957.5152,133255.3572,133076.3952,135930.6579,146249.4255,134109.5279,140681.1397,143037.1847,146085.4991,139647.9667,142931.4227,145452.0,129616.21,147381.6769,145441.9941,145523.0836,144041.0285,137936.0766,137939.8528,94746.79,-inf,-inf,-inf,139992.625716341,152804.344260282,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_07,d657,657,1,bsc,7,158417.0,MY17,137888.5745,145936.7394,145828.0574,143203.2661,154820.2442,139864.4508,148970.4811,151750.0035,155033.4806,155033.4806,154702.485,154068.0,138124.69,154221.2527,154422.4962,152287.5826,150038.6,144279.6961,144329.3227,87756.63,-inf,-inf,-inf,127958.353316315,158416.677623714,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_08,d657,657,1,bsc,8,162332.0,MY17,139455.3033,135646.4602,134164.4806,138914.8958,152240.1511,134440.7761,145982.6245,149349.9838,152331.9747,145950.7927,149004.9471,158331.0,134557.39,151093.303,150376.5085,150839.5515,151676.3974,139354.5116,139370.6856,58634.45,-inf,-inf,-inf,123987.462510116,162332.40050117,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_09,d657,657,1,bsc,9,175210.0,MY17,141863.6706,147268.2558,147726.5434,153534.0861,168134.4446,151996.1563,160257.5866,166731.1776,165212.6673,161779.1178,166096.3946,167182.0,149216.17,167058.9024,165732.7878,168004.5079,162697.2187,153349.3719,153268.7848,56265.28,-inf,-inf,-inf,136205.920185966,175210.300618503,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_bounded-strongly-corr_10,d657,657,1,bsc,10,176776.0,MY17,137011.2119,143068.1241,143468.4888,149732.33,165908.6995,145681.8025,148912.4258,164215.6477,161812.4328,165268.9973,160975.0999,161932.0,146001.31,165343.0892,161826.6848,163579.6,162546.7797,149367.295,149377.232,22069.54,-inf,-inf,-inf,149632.961752189,176776.02830194,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_01,d657,657,1,unc,1,40058.0,MATLS,38318.81837,34837.39165,34188.94531,38735.32648,39351.09397,38262.99554,38560.69343,39293.96497,39253.15848,39186.1325,39078.88356,40058.4,-6575.69,38968.10135,38611.8755,38570.69459,39015.26913,37048.73456,36964.19663,-22188.67,-inf,-inf,-inf,39150.7418490234,37915.5875535152,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_02,d657,657,1,unc,2,50385.0,MATLS,47501.08502,46041.93982,45033.82642,49709.06204,50133.79341,48296.76644,49076.69003,49705.54501,49964.75419,49433.95643,49567.57,50385.0,6729.58,48855.25188,49060.94458,48481.52762,48135.16964,47648.91368,47648.91368,-25482.23,-inf,-inf,-inf,48902.4996445602,48232.4894472349,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_03,d657,657,1,unc,3,65913.0,MY17,62779.9371,61133.79646,60874.08385,64196.85329,65000.82286,64099.9774,64441.46447,64258.29374,64979.96391,64419.114,64360.47391,64674.0,30373.78,63540.78078,63626.72314,63109.53402,62633.95494,63224.82976,63224.82976,-11505.17,-inf,-inf,-inf,64758.407352529,65912.7749762468,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_04,d657,657,1,unc,4,76011.0,MATLS,71937.11791,68543.89378,68898.24581,73648.94421,74276.46589,69817.39602,72842.74546,73652.42652,74354.80008,74127.20004,73967.84595,76010.6,46374.02,72749.49131,72786.49879,73068.88756,73166.07751,72791.63258,72791.63258,-5816.85,-inf,-inf,-inf,73554.3506161033,73565.5786830476,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_05,d657,657,1,unc,5,81799.0,MY17,77868.66015,74679.24311,74348.75114,79437.56476,80504.2313,73468.10361,73701.09829,79460.82964,79847.1781,79399.41944,80302.38651,79861.0,54663.72,78654.97859,77974.12526,78193.61387,77720.73378,78944.67456,78950.80551,-3273.81,-inf,-inf,-inf,79605.4755071345,81799.1566595025,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_06,d657,657,1,unc,6,90791.0,MATLS,87739.28545,86222.28121,83725.08718,89130.17724,90333.74957,86455.2983,82596.39514,89510.17983,89510.39953,89289.9825,88994.70704,90790.6,69353.51,88442.26059,88239.85077,87448.51014,88001.02541,89332.2848,89331.36003,6848.97,-inf,-inf,-inf,85791.1543314635,89515.0788956729,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_07,d657,657,1,unc,7,97404.0,MATLS,93923.20441,91952.9573,89150.78473,95862.98223,96866.16782,87565.36246,88592.80726,96544.24513,96304.08652,96880.70951,96619.38206,97403.5,78981.31,94819.10664,95472.93541,94539.89455,94078.61381,96195.53131,96195.53131,12526.63,-inf,-inf,-inf,94326.9687150018,97140.0008662936,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_08,d657,657,1,unc,8,106752.0,MATLS,102762.4429,101318.8387,106305.4177,106059.9563,106293.7268,98252.97187,97536.02374,105852.7833,105521.2235,105950.3792,105956.1187,106752.0,92293.09,105363.3789,103830.9777,103601.7626,102942.3155,105141.0968,105138.6373,26242.46,-inf,-inf,-inf,102715.280763227,105983.382679262,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_09,d657,657,1,unc,9,112198.0,C4,107944.0401,108110.4973,112092.3959,107811.2728,112073.5227,101941.3351,111179.2038,111293.7061,112198.4977,111256.7142,112075.6411,110823.0,100568.86,109876.298,109038.2674,108619.9573,109013.855,110355.3084,110355.3084,35969.28,-inf,-inf,-inf,108022.716170273,112000.547657002,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr_10,d657,657,1,unc,10,115572.0,C4,113309.8127,109908.2711,111006.5902,109019.9578,115561.8605,105182.6754,114559.4868,114635.4793,115571.9891,114346.3631,114467.1435,114222.0,105560.17,113778.5751,112535.8724,111814.3297,111694.2208,113662.4082,113662.4082,65226.77,-inf,-inf,-inf,109072.164517394,115143.450342304,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_01,d657,657,1,usw,1,24982.0,JC17,23339.76473,23552.99472,23895.13106,23075.71515,24051.21877,23924.71221,21340.86862,24584.12525,24356.58461,24615.09536,24551.87315,24613.8,11804.34,24023.24209,23971.74614,24485.89567,24395.02688,24481.17584,24434.22423,9286.33,-inf,-inf,-inf,24982.0083885558,24584.8093721391,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_02,d657,657,1,usw,2,39636.0,MATLS,36682.92279,38964.86037,36545.77912,36956.65544,38880.62384,37266.61375,38010.51818,38589.2241,38970.86241,39082.8434,38678.37896,39635.9,15632.96,38621.68472,38222.05199,38494.47085,38696.96866,38722.13394,38764.43232,9183.77,-inf,-inf,-inf,37746.0822130779,38787.2143981784,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_03,d657,657,1,usw,3,51719.0,MATLS,50081.48097,51125.74872,46778.71449,48629.13069,51251.33477,44450.81412,50002.05854,50609.12314,51016.93462,50805.8319,51078.98937,51718.9,23613.63,50067.15202,50136.63841,49560.42015,49711.56398,50494.68609,50537.8942,9781.21,-inf,-inf,-inf,46535.1625217494,50409.9919227125,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_04,d657,657,1,usw,4,57648.0,MATLS,49258.05842,51721.61539,47678.11894,53603.44907,56227.76986,52746.03535,50110.78152,56001.64172,55723.30066,57016.80489,57017.58464,57647.7,27125.78,54934.20319,55103.50336,55054.24901,53922.02085,54968.2099,54973.56882,5753.23,-inf,-inf,-inf,46248.8546360243,55467.8154488082,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_05,d657,657,1,usw,5,61694.0,MATLS,59450.44364,53789.41069,53361.73789,58152.54985,61482.3383,56853.14226,59666.05439,60990.05888,61600.15039,60041.6352,60922.90129,61693.5,30168.81,59258.85236,58766.8282,58910.97418,59337.81943,58987.27297,58987.27297,219.51,-inf,-inf,-inf,56429.0489312659,60550.8103468164,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_06,d657,657,1,usw,6,67473.0,S5,60128.04094,61923.90353,61262.52797,63554.37372,67472.5928,62086.45238,62143.68336,66605.11137,65330.45686,65488.68343,65063.84346,64864.5,38324.09,64770.36606,64931.58731,64167.46483,65670.76181,64456.41678,64456.41678,-3108.67,-inf,-inf,-inf,65694.5451757566,66229.9513424234,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_07,d657,657,1,usw,7,74275.0,S5,70822.84197,69470.48552,68935.27333,70045.8039,74275.16436,66727.5242,69994.84243,73427.65675,72909.40958,72334.44371,73715.98679,73498.3,46648.98,72079.14557,72632.02897,71072.71018,71527.55744,70813.96404,70813.96404,-1470.05,-inf,-inf,-inf,71554.3868613096,73801.035654877,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_08,d657,657,1,usw,8,85597.0,MATLS,77231.85369,78725.57565,80579.14647,77904.68,84985.03372,82230.59982,81642.15043,84521.63932,84523.15206,83951.10287,84104.91733,85597.0,60986.13,82613.77572,81651.5625,81499.58781,81835.54343,81597.58396,81597.58396,4438.18,-inf,-inf,-inf,81151.7909663276,83920.6344260372,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_09,d657,657,1,usw,9,95705.0,MATLS,91666.82556,91759.51549,92416.08419,90723.85674,95158.00326,92100.63689,91867.31129,94730.09994,94658.11878,93184.5509,92803.00751,95704.6,73995.81,93044.04064,91885.15926,91112.13266,92276.75225,91594.24636,91594.24636,11504.45,-inf,-inf,-inf,92916.1586596008,93814.9240212554,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n656_uncorr-similar-weights_10,d657,657,1,usw,10,106220.0,S5,99566.17973,102616.412,101483.6097,101864.3652,106219.5247,102986.8138,99281.50039,105563.2691,105563.2691,105442.7495,104016.7954,106000.0,88528.54,104727.1946,102445.4767,103696.2311,102030.4193,102581.9489,102581.0098,22769.73,-inf,-inf,-inf,99471.2236110279,105823.508266473,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_01,d657,657,3,bsc,1,114144.0,C3,109548.781,112947.924,106210.7207,105292.6809,113511.7333,105462.4628,106871.8712,114143.582,113204.809,113698.1118,113845.2224,107221.0,67561.69,111584.5469,111302.3342,112070.8756,111934.7517,111432.9535,111939.3312,64200.29,-inf,-inf,-inf,110055.859398407,112310.352585179,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_02,d657,657,3,bsc,2,187247.0,MY17,176007.6738,180360.2676,185996.386,183231.9438,186394.038,174678.0148,184290.7654,185840.5561,185233.3868,184318.673,185028.7081,184344.0,147621.67,184290.6834,184178.7636,183494.6553,183784.1118,183207.0641,183016.6712,133551.1,-inf,-inf,-inf,179288.335260627,187247.187120624,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_03,d657,657,3,bsc,3,254701.0,C6,247425.6598,238404.6042,239341.1155,242182.1646,254595.1026,249293.1259,242349.3741,252944.2365,252066.4207,249957.4243,254701.3165,247206.0,224071.54,252304.165,252518.9179,250406.3643,250122.694,249741.3129,249823.3865,193581.76,-inf,-inf,-inf,238046.09657962,253762.524441261,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_04,d657,657,3,bsc,4,316047.0,MY17,301550.2192,297763.1965,302060.0621,300001.8937,312114.5973,297122.9757,300319.4179,309410.0333,308013.9014,305769.1443,308007.7883,306121.0,285123.56,315804.001,307678.6536,306874.7643,304472.0922,305791.8435,305804.0752,240340.81,-inf,-inf,-inf,274073.249245043,316047.414530291,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_05,d657,657,3,bsc,5,357667.0,MY17,339241.852,334234.4747,354462.0379,346119.959,354299.6756,333874.6232,334609.7218,349033.4595,348468.6365,348448.0195,348465.6619,345150.0,325501.8,352936.0669,355074.0526,351638.9348,347252.0175,345631.2658,345640.4652,259879.94,-inf,-inf,-inf,316225.175007229,357667.358755534,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_06,d657,657,3,bsc,6,413769.0,MY17,383959.7335,378105.2556,404207.3342,393168.4685,404483.6298,378282.4444,377815.609,396971.5935,395388.7416,395341.014,395593.8741,403833.0,371921.8,402182.9389,396467.3728,396460.2203,397778.9024,392495.6548,392490.3527,280159.7,-inf,-inf,-inf,348342.36132228,413769.300465174,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_07,d657,657,3,bsc,7,445441.0,M3,419905.8173,412497.0775,418779.7818,422690.6399,444809.9411,412540.8954,424472.9186,435378.0789,441789.3051,427467.8535,429773.1937,443820.0,411676.71,445441.4029,437818.3479,442539.3076,437294.5843,429393.3862,429407.1439,282281.44,-inf,-inf,-inf,355668.399079054,443072.071084091,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_08,d657,657,3,bsc,8,471777.0,MY17,445983.4371,428271.2585,436546.9784,427984.5633,460314.1473,432496.6811,441657.0209,454976.5224,451080.0736,446749.1037,457605.4451,453820.0,428963.72,460985.3767,456973.6209,454308.7486,452823.9692,446703.343,446707.1777,249746.46,-inf,-inf,-inf,377238.988403991,471776.701977262,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_09,d657,657,3,bsc,9,497506.0,MY17,448485.0335,465974.9588,441868.7761,448816.4158,482666.3544,467312.5278,460546.2964,477111.3649,470597.0697,470595.3666,469408.8665,471972.0,451724.92,482294.6113,484437.3131,480379.7139,471234.7517,466201.6232,466179.202,213953.06,-inf,-inf,-inf,396362.547964877,497506.475721047,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_bounded-strongly-corr_10,d657,657,3,bsc,10,506332.0,MY17,454855.2749,453480.3448,445848.8116,452930.7914,488574.2544,470927.4349,443354.6723,482966.7262,473586.8194,469596.3696,471292.7543,475383.0,456070.52,491161.035,475064.7501,478374.4836,480980.3453,468790.125,468790.125,148886.05,-inf,-inf,-inf,410370.843124952,506331.816924401,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_01,d657,657,3,unc,1,122490.0,C6,109953.59,111757.8543,109828.4227,110589.2265,122352.986,109909.2717,120068.3581,122376.9487,122440.0448,122425.0273,122490.0242,121536.0,-21339.05,120613.2758,119744.5596,119138.2344,119349.1365,118729.8227,118717.7213,-52016.75,-inf,-inf,-inf,111516.242348722,121061.676695898,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_02,d657,657,3,unc,2,159237.0,S5,147498.665,147141.7149,156971.5096,152541.2266,159236.9516,145525.8188,145716.4898,158071.0251,156713.9931,156256.3457,155405.1975,154200.0,35465.2,154758.5487,155044.2766,153699.0851,152981.7461,154684.2895,154684.2895,-61621.68,-inf,-inf,-inf,142016.295820129,156122.328971755,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_03,d657,657,3,unc,3,192210.0,C5,179008.4529,181702.0257,190130.0778,179806.4035,192089.2871,178477.1061,185291.0602,191717.6062,190124.4574,192209.935,189704.9243,191163.0,95248.77,187586.2709,186426.0326,185567.3411,184978.6919,187842.6332,187839.4407,-40643.27,-inf,-inf,-inf,179478.948618334,189365.271197575,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_04,d657,657,3,unc,4,221513.0,C3,206625.882,211926.8674,219400.4981,212017.1418,220675.8936,213273.2992,206252.1847,221513.4536,219721.206,219400.6447,218401.7381,215589.0,132343.62,216831.5828,217278.5742,215061.2673,213216.8292,217643.8541,217643.8541,-27271.07,-inf,-inf,-inf,211879.156599173,220443.730378387,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_05,d657,657,3,unc,5,240475.0,C3,237601.2217,232719.1559,233172.4059,231608.5658,239989.6191,232277.3578,225835.6713,240474.6771,239422.566,240028.0997,239203.8886,240076.0,164003.9,237082.3416,235211.677,234257.331,233848.5905,238627.3224,238627.3224,-15357.92,-inf,-inf,-inf,221581.775771924,238756.670929168,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_06,d657,657,3,unc,6,263365.0,C6,257856.6156,252271.3589,251085.6821,249363.8561,259758.7936,252552.2346,254489.8301,259794.6236,258687.1498,259791.4898,263364.6576,259584.0,200262.54,257523.9989,256400.7441,256022.5366,252726.7847,258177.0096,258177.0096,-9020.76,-inf,-inf,-inf,242769.072207946,260223.278921762,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_07,d657,657,3,unc,7,283698.0,MY17,262048.9866,269897.9786,276829.8503,266770.9769,280434.5294,272454.8404,272822.3484,280538.3883,277936.2082,277804.3086,276179.136,276784.0,230141.92,276777.683,276283.0555,275518.2142,276141.9538,276674.6607,276674.6607,11808.95,-inf,-inf,-inf,266998.150087296,283698.430439025,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_08,d657,657,3,unc,8,305067.0,S5,283961.378,285044.686,298532.3977,286076.2645,305067.2017,283624.439,288772.1888,302892.5463,298536.8095,297276.4467,296248.6767,297146.0,256348.1,299332.3686,299158.5126,296804.7287,298643.353,296876.4034,296876.6457,37239.09,-inf,-inf,-inf,280734.778194749,300503.160103151,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_09,d657,657,3,unc,9,324845.0,S5,306252.2902,304241.2264,301831.9304,305088.4384,324844.9108,315406.6772,307035.157,319786.3435,317293.9131,317007.4166,315872.4244,320664.0,282916.79,318447.2195,315984.1638,316674.857,314000.61,315325.8005,315325.8005,64457.2,-inf,-inf,-inf,293642.199186466,322472.825224221,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr_10,d657,657,3,unc,10,344567.0,S5,323927.5042,327252.7257,327610.076,326287.3716,344567.4897,334907.1671,327233.85,339890.5322,336939.0954,335229.8176,342323.3426,339159.0,309832.0,335704.8989,334883.9403,334718.9358,333401.062,334718.4579,334717.475,157778.32,-inf,-inf,-inf,324225.756438673,342082.036886972,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_01,d657,657,3,usw,1,60045.0,MY17,57217.98702,59227.92141,57151.50854,56265.54056,58569.44241,58785.15092,57080.96168,59723.11678,59709.32841,59127.38271,59573.52804,59473.9,15264.94,58252.78149,58386.88883,59946.73444,59254.76624,59554.03374,59556.70077,4369.95,-inf,-inf,-inf,58096.1686403267,60045.3826457464,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_02,d657,657,3,usw,2,97080.0,MY17,89641.86669,87397.69021,90503.08605,86919.2788,95234.29567,90750.65364,90147.49494,93782.21878,95332.78653,92652.21592,93987.21908,93013.1,23214.28,94769.80284,94024.93802,94879.66317,93944.39407,92144.33935,92143.24772,1665.8,-inf,-inf,-inf,84819.3413270696,97079.5145483648,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_03,d657,657,3,usw,3,131503.0,MY17,121334.7694,117628.6427,123344.2267,117393.5148,129957.6233,122238.9945,125425.5311,127909.6906,129482.6585,127909.6906,127931.8187,130429.0,45467.04,128728.1311,128373.7317,126828.2771,127642.425,123878.8714,123881.0765,719.62,-inf,-inf,-inf,105091.794646914,131503.060002032,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_04,d657,657,3,usw,4,148286.0,MY17,135818.5812,130819.0725,138208.4002,131119.4134,146483.6232,137178.6897,142946.7408,145433.1434,145239.8384,137631.5773,144441.2883,146194.0,51696.87,143041.8894,145052.2275,142429.4252,141966.548,138822.5606,138825.7396,-14430.34,-inf,-inf,-inf,110903.224728739,148285.950274098,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_05,d657,657,3,usw,5,176069.0,MY17,164844.7756,166110.4697,165143.3521,157705.4771,174843.2771,165075.7861,158177.1747,174222.007,173213.3306,174222.007,172172.2657,175626.0,73433.37,171727.3808,171047.2572,172929.43,168531.4543,165430.6153,165430.6153,-13275.32,-inf,-inf,-inf,147072.716513867,176069.168053381,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_06,d657,657,3,usw,6,195178.0,S5,181276.9032,175502.9643,194582.5035,176805.0464,195178.1423,184551.801,179062.0118,194185.2077,194180.7382,193903.6969,186396.3103,193764.0,100465.77,194242.5615,189224.3303,186886.4205,187558.3383,185250.188,185242.145,-17021.23,-inf,-inf,-inf,183952.466855245,194818.987527455,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_07,d657,657,3,usw,7,219049.0,MY17,204832.2452,214646.3379,207218.1851,200047.9787,218787.7965,201749.8887,202711.798,217627.9748,217626.3066,217623.6336,213786.4501,218070.0,130634.44,213356.6669,211453.3169,212908.0052,209330.2079,208662.3708,208662.3708,-15946.84,-inf,-inf,-inf,205784.424333756,219049.474010423,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_08,d657,657,3,usw,8,251228.0,MATLS,236124.6819,246476.9466,240360.2455,241507.5231,249720.341,236942.47,239694.4085,248827.6616,248819.6805,245159.3726,246977.1738,251228.0,172754.62,242277.6129,243933.8374,243392.7734,238920.2715,240061.2516,240061.2516,3273.8,-inf,-inf,-inf,235120.411685925,248727.087391061,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_09,d657,657,3,usw,9,284430.0,MY17,271568.4492,281827.7379,275676.0869,268007.0569,284394.7501,267410.4375,275034.227,283917.136,283278.1778,283710.1821,282484.5186,280834.0,220355.42,277221.9003,276302.0182,277868.6616,272840.4664,275518.8754,275518.8754,29153.96,-inf,-inf,-inf,258666.228236523,284430.216641348,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n1968_uncorr-similar-weights_10,d657,657,3,usw,10,318386.0,C3,305396.2557,315222.3696,308550.8449,303014.8014,318298.2449,315821.8078,311456.4835,318385.8644,317156.158,317156.158,318355.5693,317123.0,267625.62,312435.7556,307848.2692,309186.9496,306862.7509,309836.3447,309836.3447,67766.02,-inf,-inf,-inf,300660.22668344,317666.978274295,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n3280_bounded-strongly-corr_01,d657,657,5,bsc,1,183747.0,C4,172732.7694,173027.8027,173170.1049,180132.2292,183293.9161,183425.8201,174324.384,182826.7865,183746.9244,182704.5627,181728.2744,170590.0,113762.51,179611.9803,180645.477,181407.5799,180014.5948,181507.0718,181332.5668,108123.62,-inf,-inf,-inf,173636.393349857,181866.159238783,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
d657_n3280_bounded-strongly-corr_02,d657,657,5,bsc,2,316798.0,S5,313732.8409,313466.6218,310298.9321,313182.1918,316798.2603,314638.1265,302606.8012,314493.9046,314633.4837,312321.9434,313310.8712,307643.0,250375.35,313789.3249,311813.9403,313493.4174,312270.6803,312802.2692,312795.3481,230694.42,-inf,-inf,-inf,299278.881394579,312953.057723886,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
