instance,tsp,cities,items,type,capacity,best,algo,S1,S2,S3,S4,S5,C1,C2,C3,C4,C5,C6,MATLS,DH,M3,M4,M3B,M4B,RLS,EA,SH,NDSBRKGA,WSM,JK17,JC17,MY17,WC17,HLS,CS2SA*,CS2SA-R,JNB,J2B,MEA2P,COCO,COCOP,COCOL
pr152_n755_uncorr_01,pr152,152,5,unc,1,38011.0,MY17,35515.99903,35515.99903,35515.99903,36392.17084,35518.76338,35818.08739,32554.03174,36411.40214,35818.08739,36414.08389,36411.40214,37433.9,-12223.27,35173.46569,34590.68631,35994.30667,35461.60413,32023.76146,32038.17371,-22649.91,35515.99902,35515.99902,-inf,37967.674776762,38010.5766714434,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_02,pr152,152,5,unc,2,59704.0,MY17,57578.67684,57578.73653,50218.56587,57578.67684,57578.67684,57578.73653,51803.08617,57578.73653,57578.73653,57578.73653,57578.73653,57542.0,11567.42,56773.64771,56989.46459,56200.53184,56225.96202,51782.76304,51790.60473,-14484.75,57582.31692,57582.31692,-inf,59267.4316154527,59704.4289906398,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_03,pr152,152,5,unc,3,64968.0,MY17,62970.72264,62994.21665,53793.04035,53787.18442,62970.72264,62994.21665,62994.21665,62994.21665,63001.78356,62994.21665,63001.78356,63951.8,15584.5,61890.50315,62029.5752,61849.2427,62023.21096,55281.32606,55281.32606,-17040.25,63001.78357,63001.78357,-inf,64538.1685148439,64967.7407706959,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_04,pr152,152,5,unc,4,71348.0,MY17,58962.65912,69515.492,59084.8925,69505.2589,69505.2589,61792.34269,69515.492,69515.492,69515.492,69515.492,69515.492,70175.3,37841.45,68399.01428,68883.82854,67882.45597,64872.13386,60651.53962,60645.57811,-15698.07,69514.67702,69515.492,-inf,71342.1937116257,71348.2228455397,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_05,pr152,152,5,unc,5,79511.0,MY17,77771.07057,77864.17396,66760.28844,77771.07057,77771.07057,66810.5281,77864.17396,77864.17396,77864.17396,77864.17396,77864.17396,78332.8,47511.14,76531.59953,75789.42351,76926.70039,76177.62715,68863.51214,68863.51214,-11474.59,77854.878165,77862.8651,-inf,78922.4476606701,79511.2293499499,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_06,pr152,152,5,unc,6,86795.0,MY17,85271.72399,85342.04806,73691.4336,85276.1347,85276.1347,76225.8169,85342.04806,85342.04806,85342.04806,85342.04806,85342.04806,85610.5,59414.69,83271.25059,83271.25059,83221.19652,79889.9479,76143.45818,76144.78624,-4034.66,85328.185695,85341.14505,-inf,86791.2937240986,86795.4331006078,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_07,pr152,152,5,unc,7,86290.0,JC17,84913.61439,84975.83706,73059.3001,73042.89489,84922.08531,76029.5772,84983.6946,84987.07689,84987.07689,84987.07689,84987.07689,85110.1,66773.42,82547.23887,82112.70362,82671.07523,79792.53325,75760.33701,75759.43052,-5675.75,84966.41346499999,84973.46161500001,-inf,86290.4739984354,86286.0151317951,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_08,pr152,152,5,unc,8,98070.0,MY17,96949.44932,96976.08271,84936.12659,84925.03866,96962.70649,96991.99514,96991.99514,96991.99514,96991.99514,96991.99514,96991.99514,96951.7,81370.6,94824.14329,95042.55745,94889.70699,91104.27815,87746.79391,87749.4967,3126.86,96964.26960500001,96975.22490500001,-inf,97626.1467673275,98070.28485697,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_09,pr152,152,5,unc,9,105668.0,MY17,104762.6857,104777.8283,93061.10122,93061.20892,104773.0152,93083.16167,104790.0572,104790.0572,104790.0572,104790.0572,104790.0572,104667.0,92602.22,102775.3883,102127.0161,99184.50041,103688.7776,96017.9704,96017.9704,12155.13,104756.84489000001,104776.33279,-inf,105306.617945145,105668.201417509,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr_10,pr152,152,5,unc,10,109858.0,MY17,97722.11446,109092.0473,97738.48487,97736.909,109093.3142,97753.11081,97753.11081,109102.1301,109102.1301,109102.1301,109102.1301,108973.0,99856.02,107947.6359,105163.5547,103334.6547,103334.6547,100595.5286,100595.5286,42466.77,109069.652435,109092.04726,-inf,109570.002505658,109857.919441096,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_01,pr152,152,5,usw,1,18990.0,"JC17,MY17",17182.63686,12809.26845,12843.22496,12669.68598,17182.63686,17532.09465,17557.80596,17532.09465,17478.4942,17532.09465,17559.46897,17789.3,6286.44,17182.63686,17796.94272,17559.46897,18014.67383,12639.74888,12935.97346,4419.02,17559.46896,17558.80775,-inf,18989.936053695,18989.8868792779,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_02,pr152,152,5,usw,2,35231.0,MY17,32234.67306,32530.22214,24345.03219,24310.49,32235.9072,32531.22306,24400.18814,32531.22306,32536.15398,32531.22306,32563.79492,32988.7,11271.99,32234.67306,32723.96323,32554.85328,32796.59016,25139.92058,25149.22951,4932.74,32562.75004,32562.75004,-inf,34686.1335012061,35230.7792946502,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_03,pr152,152,5,usw,3,43683.0,MY17,30020.12574,30109.93098,30127.46868,30078.62757,40216.74884,40284.80126,30169.18435,40284.80126,40280.01456,40287.92982,40284.80126,41267.9,15499.33,40216.74884,40216.74884,40284.80126,41065.35007,31419.73709,31414.8853,5323.5,40284.80126,40284.80126,-inf,42744.6216549481,43682.7141204117,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_04,pr152,152,5,usw,4,51372.0,MY17,36234.60136,36379.76159,36382.53835,36278.24373,47575.88132,38052.6939,36440.15471,47656.60473,46183.70423,47656.60473,47659.745,48357.1,21974.11,46793.94511,44789.96151,46181.88873,46897.69779,38045.55048,38038.69785,1.36,47646.838335,47649.81818,-inf,50322.6695031633,51371.6013349445,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_05,pr152,152,5,usw,5,61994.0,MY17,58030.52451,58071.21218,46122.24113,46131.95926,58036.44658,46188.46608,46185.16664,58080.69547,55986.4678,58080.69547,58085.65186,58879.4,29890.98,55898.47909,55404.2548,56303.4534,54759.50836,47837.50466,47841.58146,1278.1,58075.79139,58075.91505,-inf,60723.9967999081,61993.8240984171,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_06,pr152,152,5,usw,6,68288.0,"JC17,MY17",64298.19451,64359.74599,52087.53493,52102.95779,64301.99588,53566.66954,52164.76661,64372.83984,62257.84599,64372.83984,64372.83984,65327.8,36419.01,60990.9718,61471.00559,61871.73358,60872.89043,53566.66954,53566.66954,-7697.39,64350.72612,64359.74599,-inf,68288.2582271508,68288.2582271508,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_07,pr152,152,5,usw,7,76735.0,MY17,72821.51175,72891.80383,60939.17792,60932.76044,72823.52587,61007.10657,61007.10657,72902.7814,70902.03324,72902.7814,72902.7814,74067.4,45970.34,70848.63967,72004.29975,72178.73839,70415.18678,62086.09692,62079.35484,-7889.35,72886.41596000001,72891.80383,-inf,76692.9734863064,76734.6118500606,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_08,pr152,152,5,usw,8,86723.0,MY17,82991.8375,83056.52676,83056.52676,71567.1422,82992.19553,83056.52676,71592.99199,83056.52676,83056.52676,83063.99852,83063.99852,84210.4,60815.05,81230.4158,80291.34259,78986.45565,80092.19082,72974.59174,72974.01075,-4830.29,83042.904265,83055.31846499999,-inf,86274.0290701839,86722.9725698294,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_09,pr152,152,5,usw,9,97205.0,MY17,93809.58802,93845.5571,82883.20417,93809.58802,93809.58802,93845.5571,82924.14806,93845.5571,93843.90635,93850.0096,93850.0096,95046.5,75104.15,92087.42877,91653.37311,91249.91905,89321.19815,84430.4983,84430.4983,1891.49,93825.409495,93845.11999,-inf,95802.5455651388,97204.5578822879,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n755_uncorr-similar-weights_10,pr152,152,5,usw,10,107131.0,MY17,104015.8996,104059.2793,94182.74975,94179.83564,104015.8996,104059.2793,94217.11137,104059.2793,104059.0662,104059.2793,104061.5044,105335.0,88999.37,101583.3519,102477.9725,99329.22206,100364.1205,95666.05434,95666.05434,10584.07,104031.41989,104059.05893,-inf,106685.229409316,107131.325205817,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_01,pr152,152,10,bsc,1,86447.0,JC17,70672.42619,82168.51988,70765.36872,70859.06165,82169.27881,70910.37603,82169.27881,82169.27881,82169.27881,82169.27881,82193.56733,78407.2,52007.43,80717.8737,80716.00999,80626.4732,77879.05064,70217.1869,70203.80974,52007.43,81788.55179,82168.51988,-inf,86447.4908737893,82176.2401156163,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_02,pr152,152,10,bsc,2,157344.0,JC17,148332.8448,148402.2067,121186.3716,121406.9601,148332.8448,121579.7674,121591.0896,148402.2067,148415.8546,148402.2067,148423.8195,146549.0,114213.0,148332.8448,146793.9209,145660.8005,145256.9465,120304.1078,120211.6848,114213.0,147921.133585,148396.725805,-inf,157344.435469363,155148.76382144,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_03,pr152,152,10,bsc,3,197336.0,JC17,150389.9505,185155.2605,150402.4187,150941.1567,185032.9031,185155.2605,150943.8915,184017.7352,185135.7541,185155.2605,185170.9879,185397.0,156357.51,183354.8533,183980.4445,180088.3776,174311.0822,147589.7904,147584.9411,147925.53,184913.007225,185119.651145,-inf,197335.737474362,195905.971028051,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_04,pr152,152,10,bsc,4,221289.0,JC17,167876.0282,208130.6208,208131.3335,168482.1687,208128.0576,208130.6208,208130.6208,208130.6208,208131.3335,208130.6208,208131.3335,204596.0,187767.67,206354.9491,208128.0576,203932.7918,206369.5037,166431.374,166464.0015,161546.9,208016.26116499997,208100.05831,-inf,221288.511103241,220020.207902024,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_05,pr152,152,10,bsc,5,248439.0,MY17,235993.1651,236013.4054,192930.4478,193506.7976,236020.2304,193521.6532,193521.6532,236024.8618,236025.7666,236040.2405,236047.8746,234313.0,217512.53,234111.475,219993.6066,231374.6311,230193.4521,195358.4577,195337.7827,177824.38,235760.638835,235997.836825,-inf,247199.426294877,248439.157602657,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_06,pr152,152,10,bsc,6,264882.0,MY17,205522.4767,252248.8011,205536.8395,206078.7337,252251.6481,206096.6817,206096.7999,252260.3678,252261.4205,252260.3678,252291.456,251428.0,238481.96,249992.445,233587.2038,245457.0849,236316.0669,211729.8302,211732.8959,172376.33,251814.00939,252231.42743500002,-inf,264354.042673077,264882.196250704,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_07,pr152,152,10,bsc,7,284906.0,MY17,220091.7153,220092.4016,272127.8974,220607.5458,272182.3931,220609.027,220609.027,272196.5654,272049.3364,272196.5654,272196.5654,262786.0,260021.93,263782.5553,268281.1931,269245.061,262911.8967,231064.3901,231054.5574,166498.17,271578.04726499994,272084.08077500004,-inf,279618.31524251,284906.291802242,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_08,pr152,152,10,bsc,8,307186.0,MY17,294409.3553,237297.2562,237297.5738,237776.0419,294484.581,237776.1004,237776.1004,294476.5478,294486.8146,294486.3237,294492.7383,292387.0,284789.04,286936.9577,284117.9,272330.3538,272329.5302,251358.7022,251359.6007,153377.89,293839.402665,294378.352055,-inf,304121.852111978,307186.322710475,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_09,pr152,152,10,bsc,9,316531.0,JC17,241432.1502,241433.5517,241433.5517,241871.6426,302661.9861,241872.5553,241872.5553,302642.3726,302663.0583,302663.0583,302663.0583,303004.0,294132.51,293182.5909,288634.1253,282883.1331,287435.1379,256431.3798,256439.0565,119067.24,302022.49672,302564.68231,-inf,316530.614278101,315181.809435812,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_bounded-strongly-corr_10,pr152,152,10,bsc,10,330482.0,MY17,252400.1176,252400.1176,316620.4859,252798.389,316692.3657,252798.389,252798.389,316694.2103,316696.0049,316696.0049,316696.0104,317860.0,309385.61,306426.3558,293285.0925,299387.6486,288870.7405,268162.6084,268148.4231,77835.66,316029.713155,316600.81226000004,-inf,319198.642001166,330481.910209633,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_01,pr152,152,10,unc,1,73180.0,JC17,68942.15233,69114.69175,69114.69175,68942.15233,68943.69271,60211.60985,69114.69175,69114.69175,69114.69175,69114.69175,69116.26351,72498.1,-31414.98,67837.97962,67837.97962,68465.03143,68009.96732,62515.66392,62522.89768,-53860.85,69107.72591,69103.11309999999,-inf,73179.8888824627,71265.2211330795,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_02,pr152,152,10,unc,2,112754.0,JC17,108368.4294,95972.79938,108401.4907,108368.4294,108368.4294,93690.15503,108401.4907,108401.4907,108401.4907,108401.4907,108401.4907,109759.0,-1743.38,106876.2608,106726.8427,105733.0229,103144.5376,95973.90609,95972.79938,-46543.35,108351.050545,108391.63239,-inf,112753.519626071,111544.574491926,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_03,pr152,152,10,unc,3,125766.0,JC17,121130.7634,104426.1305,121147.4165,121130.7634,121130.7634,102436.2393,121146.0932,121146.0932,121146.0932,121146.0932,121146.0932,123850.0,29308.21,118988.5557,121130.7634,121146.0932,113625.3659,104434.2537,104434.2537,-51347.26,121082.48728999999,121135.14459499999,-inf,125765.806039515,125756.019961899,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_04,pr152,152,10,unc,4,142221.0,JC17,137531.5625,117620.9983,116212.0429,116082.6284,137531.5625,137546.2321,116272.715,137546.2321,137546.2321,137546.2321,137549.9179,140445.0,70437.61,133545.1501,136163.4065,130288.5857,133292.2692,117623.7332,117620.9983,-44610.63,137421.557125,137536.23447,-inf,142220.784677224,142211.598629372,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_05,pr152,152,10,unc,5,161960.0,JC17,157272.8392,135989.7471,135989.7471,157272.8392,157272.8392,157400.5338,136060.7289,157400.5338,157397.4224,157400.5338,157400.5338,160094.0,98536.99,154013.9678,154126.9215,152993.7648,147407.6605,137552.617,137552.617,-32722.83,157209.552045,157363.34758499998,-inf,161959.71937554,161687.556066354,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_06,pr152,152,10,unc,6,169702.0,"JC17,MY17",165119.8702,143981.8096,143982.7621,165119.8702,165119.8702,165213.5334,144041.1115,165213.5334,165213.5334,165213.5334,165213.5334,167797.0,118772.1,160625.3466,163424.8034,157164.0077,159848.578,146341.2063,146341.2063,-23784.09,164873.87805,165174.95643999998,-inf,169702.281983488,169702.281983488,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_07,pr152,152,10,unc,7,186368.0,JC17,182018.187,161511.3756,161511.3756,182018.187,182018.187,182150.1222,182150.1222,182150.1222,182150.1222,182151.4856,182150.9731,184419.0,147377.97,179087.4501,175702.9522,171343.5428,171343.5428,164712.5398,164712.1858,-7994.83,181799.83156999998,182053.28771,-inf,186367.899796656,186361.144089208,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_08,pr152,152,10,unc,8,201622.0,MY17,197644.5561,197690.3541,178291.7808,197653.4539,197653.4539,197699.3058,197699.3058,197699.3058,197699.3058,197699.3058,197699.3058,199612.0,167953.88,191627.2488,186826.2009,192074.61,186905.0732,181550.9361,181550.9361,7293.01,197353.666525,197665.03421,-inf,201599.576973074,201621.830272124,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_09,pr152,152,10,unc,9,215660.0,MY17,211946.0858,211989.1601,193902.7586,193820.3884,211958.1561,212000.9762,212000.9762,212000.9762,212000.9762,212000.9762,212000.9762,213608.0,186666.71,211946.0858,207816.1254,207354.5137,201188.7734,197303.4535,197303.4535,26526.77,211680.26144,211961.64721999998,-inf,215650.790775701,215659.582617803,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr_10,pr152,152,10,unc,10,230062.0,JC17,226589.9108,226609.2069,226609.2069,226604.1308,226604.1308,226619.812,209530.4156,226619.812,226619.812,226619.812,226619.812,228021.0,207069.64,222194.8191,218929.8842,219146.3817,215720.1793,213073.2292,213073.2292,100429.25,226254.58244000003,226586.538345,-inf,230061.501389824,230054.01866864,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_01,pr152,152,10,usw,1,45023.0,JC17,40111.15742,32729.61965,32790.76365,32563.36063,40111.39778,40674.06287,32812.65157,40638.41497,40691.81031,40674.06287,40692.09157,40104.0,12252.17,40111.15742,41929.72087,40676.18136,43125.20445,32363.50903,32360.88693,10184.39,40696.07208,40691.654605,-inf,45023.0704914892,44637.5428465402,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_02,pr152,152,10,usw,2,72525.0,MY17,64488.83532,65434.14745,49452.98866,65312.02231,65312.02231,65450.66937,49553.72095,65414.99125,65450.66937,65450.66937,65458.85695,65202.7,23732.38,65295.5004,68258.19106,65458.99123,68545.84502,49507.23149,49512.81204,9643.69,65432.619699999996,65444.42657,-inf,70873.2090507588,72525.1355134392,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_03,pr152,152,10,usw,3,90264.0,MY17,81705.59237,60736.7665,81858.20968,60712.27725,81724.66266,81869.07515,81869.07515,81869.07515,81869.07515,81869.07515,81872.98673,83454.6,31630.78,81705.59237,81705.59237,81873.74699,81869.05774,61581.67602,61587.63266,11072.83,81821.54076,81852.231295,-inf,88258.9526170214,90263.5596985309,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_04,pr152,152,10,usw,4,106256.0,MY17,73473.69723,73782.5269,73782.11452,73544.87245,97299.14264,73895.07823,97403.48411,97403.48411,97403.48411,97403.48411,97403.48411,98990.2,43627.06,95054.81258,92615.92548,90612.92959,96768.36852,74870.12004,74870.74771,3984.96,97305.65976000001,97358.565435,-inf,104951.885693688,106255.618237739,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_05,pr152,152,10,usw,5,123905.0,MY17,89921.96804,90023.45164,90026.24841,90029.90118,114753.0439,114874.5401,114877.0451,114874.5401,114876.5303,114874.5401,114878.1743,116711.0,60106.96,110531.5534,114728.1796,114869.5142,107462.0229,91820.2566,91820.2566,-863.02,114692.753945,114818.975745,-inf,121828.100109277,123905.236084506,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_06,pr152,152,10,usw,6,138828.0,MY17,129767.1868,129931.6109,103861.7052,103850.1184,129790.4536,129954.1326,129954.161,129954.1326,129954.6679,129954.1326,129955.5636,132182.0,74863.32,124749.3288,122357.3469,123303.4676,122388.1587,106196.5386,106196.5386,-11930.19,129787.98431999999,129892.07044499999,-inf,137697.949961175,138827.77214394,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_07,pr152,152,10,usw,7,158523.0,MY17,149870.1245,150041.0165,123820.8102,123771.006,149893.2592,150061.12,123948.4264,150061.12,150061.3748,150061.12,150061.3748,152503.0,95772.68,143112.6681,140978.5833,146083.8985,143268.6511,126082.2493,126082.2493,-7361.13,149780.93815499998,149998.820485,-inf,157941.487624749,158523.349376594,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_08,pr152,152,10,usw,8,175305.0,MY17,167217.7485,167382.3781,167382.3781,167239.2697,167217.7485,167403.516,141949.7408,167403.516,167402.4259,167403.516,167403.516,169757.0,121239.41,162266.7967,157882.2108,160386.1717,161462.0099,144186.1072,144186.0356,-5143.0,167027.90051,167305.421505,-inf,174522.023760818,175305.028614107,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_09,pr152,152,10,usw,9,194104.0,"JC17,MY17",186755.9379,186834.7922,186834.7922,186771.5435,186771.5435,186850.0254,162369.6281,186850.0254,186849.0167,186850.0254,186850.0254,189358.0,148321.0,179648.9355,176938.4759,180865.8126,177788.645,164695.196,164695.5977,3479.6,186416.96903500002,186812.594845,-inf,194103.679468857,194103.679468857,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
pr152_n1510_uncorr-similar-weights_10,pr152,152,10,usw,10,217273.0,"JC17,MY17",210695.1872,190564.569,188046.4339,188044.5326,210705.3521,210796.811,188117.9197,210796.811,210796.811,210796.811,210797.0538,213250.0,181995.91,205901.9192,200382.2148,210791.7531,198416.7125,190564.5597,190564.569,23415.95,210253.41820000001,210752.34218500002,-inf,217273.173428027,217273.173428027,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_01,u159,159,1,bsc,1,9048.0,JC17,8634.144541,7685.763171,7689.944646,8637.255951,8634.144541,7700.250717,8637.255951,8637.255951,8637.255951,8637.255951,8637.255951,8358.27,4544.75,8679.812067,8842.26527,8679.812067,8915.366819,7294.377504,8173.563369,4544.75,-inf,-inf,-inf,9047.82053576284,8634.14454136202,-inf,8634.0,8459.0,8560.0,-inf,-inf,-inf,8820.0,8763.0,8792.0
u159_n158_bounded-strongly-corr_02,u159,159,1,bsc,2,15812.0,JC17,15136.6385,13690.49832,15163.16352,15136.6385,15136.6385,13708.10359,13748.25583,15136.6385,15150.82963,15151.04711,15183.47615,14849.3,11953.83,15319.69352,15424.72795,15337.16714,15337.16714,13650.21853,15088.30384,11953.83,-inf,-inf,-inf,15811.746702166,15150.54665883,-inf,15143.0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_03,u159,159,1,bsc,3,23006.0,JC17,20350.23498,20350.23498,21919.92062,21916.66617,21916.66617,20377.22484,20377.22484,21916.6962,21921.4871,21924.74275,21936.83047,21967.1,19099.04,22265.35718,22265.35718,22279.94061,22279.94061,20740.76576,21843.77088,18966.78,-inf,-inf,-inf,23006.0067863203,22540.5296295717,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_04,u159,159,1,bsc,4,29502.0,JC17,25974.09025,25977.58362,25979.21209,26012.9377,28530.12835,26015.67189,26015.67189,28530.12835,28530.12835,28530.12835,28530.12835,28429.0,24442.79,28530.12835,28675.78828,28530.12835,28530.12835,28334.53435,28485.89592,23867.64,-inf,-inf,-inf,29501.9610262072,29083.3638823593,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_05,u159,159,1,bsc,5,31775.0,JC17,29917.18855,27006.29509,29885.12203,27051.3965,29932.18048,27051.3965,27051.3965,29932.18048,29932.18048,29932.18048,29932.18048,30199.7,26896.69,29942.47798,30259.03834,29942.47798,29942.47798,29759.12439,29871.1779,24153.78,-inf,-inf,-inf,31774.6663620072,30838.4272157557,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_06,u159,159,1,bsc,6,36590.0,JC17,31133.94865,31138.07233,31172.80496,31180.2792,34167.63157,31182.88137,31182.88137,34167.63157,34167.63157,34167.63157,34167.63157,34552.6,31464.09,34195.38378,34971.52401,34195.38378,34195.38378,33667.65424,34042.30434,26470.5,-inf,-inf,-inf,36589.9337166207,36334.5424269542,-inf,-inf,-inf,-inf,34134.0,34134.0,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_07,u159,159,1,bsc,7,40721.0,MY17,34400.75512,34400.75512,37738.01157,34445.10891,37783.97488,34445.10891,34445.10891,37783.97488,37783.97488,37783.97488,37783.97488,38184.8,35496.11,37870.58023,38727.02635,37874.08064,37874.08064,37449.22639,37494.94375,30123.4,-inf,-inf,-inf,40622.8709170902,40720.7766674168,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_08,u159,159,1,bsc,8,42935.0,MY17,39185.82175,35698.93092,35730.89,35741.37656,39200.15253,35741.37656,35741.37656,39200.15253,39200.15253,39200.15253,39200.15253,40623.9,38260.52,39779.99426,40515.02535,39739.46439,39642.09858,39102.65535,39117.01742,29165.68,-inf,-inf,-inf,42259.7295084697,42934.5046179311,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_09,u159,159,1,bsc,9,47490.0,JC17,39902.03581,39902.03581,39905.33143,39943.69236,43701.10589,43701.10589,39946.29121,43701.10589,43701.10589,43701.10589,43701.10589,44797.9,43120.74,44551.13287,45489.87149,44577.81386,44566.04384,43616.23743,43658.96707,30931.42,-inf,-inf,-inf,47489.5205701382,47331.2476899163,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
u159_n158_bounded-strongly-corr_10,u159,159,1,bsc,10,42833.0,JC17,37379.14368,33467.42769,33496.01103,33506.01505,37396.33513,33506.01505,33506.01505,37588.11853,37588.11853,37588.11853,37588.11853,37149.7,36410.52,38242.83587,38394.9974,38242.83587,38242.83587,37351.6303,37358.8729,17507.82,-inf,-inf,-inf,42833.4287945789,42098.7981093446,-inf,-inf,-inf,-inf,37448.0,39131.0,-inf,-inf,-inf,-inf
